a / wa / waḏ,This,A1,vnw_aanw,tarifit::cefr::A1 tarifit::woordsoort::vnw_aanw
xarrebbi / ikfa,enough,B1,znw_m_mv,tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv
xataṛ,Dangerous,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xači,maternal aunt,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::ww
xaři,maternal uncle,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
xedjes',pay,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xelleṯ,mix,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xemmem / fekkar,think,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xemmeztac,fifteen,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
xemmeř,"save, save",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xemsa,five,A1,telw,tarifit::cefr::A1 tarifit::woordsoort::telw
xemsin,fifty,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xeyyeq,"be angry, be sad",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xeyyeḏ,sew,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xeḏem,to work,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xizu,carrot (collective),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xs,"to want, to love",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xseṛ,Failure,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xwa,empty,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xzaa,to look,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xřa,"to leave a place, to wander",B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
xřeq,be born,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xḍeb,ask for your hand,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
xḏaa,miss,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xṛingo,Pancake,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
xṣaa,rotten,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
xṣaa / wedda,to lose,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
yallah,come on! (~yalleh),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yar,Between,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yaziḏ,Rooster,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yaɛḏ,Dress,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
yedji-s n uma,the niece,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
yegga,Done,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yemkin,Maybe,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yemma,"Mom, Mother",A1,ww,tarifit::cefr::A1 tarifit::woordsoort::ww
yeği,daughter,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yis / akiḏaa,Horse,B1,znw_m_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev
ymaa,hunting,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
yumayen,two days,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
yutub,Youtube,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yyaaf,the cliff or abyss,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
yyawen,"to be full, to be satiated (from food)",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zaaḏ,farting,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zalamit / cciɛeř,matches,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zeggʷami,"from then on, since",C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
zemm,"to pinch, to press, to suck",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zemmaa,Be able to,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
zeɛma,"as it were, so to speak",C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
zeḥḥef,walk with a limp,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zic,early,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zid,keep going! (exclamation),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ziru,zero,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zu,barking (dog),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zum,fasting,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zzadj,to pray,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zzaj / řkas,glass,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zzecṯ,oil,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zzecṯ n ziṯun,Olive oil,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
zzekrun,Lock (of a door),B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
zzenqeṯ,street,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zzenz / snuza,to sell,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zzeř,lie down,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zzeřz,shake,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zzi,milking,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zzin,"beauty, beautiful person",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zzina,adultery,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zziǧez,the pity,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
zzman,"former times, the past",C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
zzyenfa,rest,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
zɛef,bite,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zɛem,to dare,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zḏem,heels,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zḏeɣ,Living,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zḏeɣ / ddaa,to live,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
zṛi,turn something around,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
čaḇula,the garden house,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řaaḇɛa,Wednesday,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řaɣa,shout,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řbacua / ṯazaaṯ,fig,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
řbanku,bank,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řbuameṯ,couscous steamer,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řebni,building,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řebɛaḏ,a few,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řebṣeř,Onion,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řefjaa,the dawn,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řefɛeř,the rape,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řehna,"peace, tranquility",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řejbub,pockets (pl. of ǧǧib),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řejduḏ,"the grandparents, ancestors",B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řeknina,the pill or tablet,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řemmez,greedy,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řemraḥ,the courtyard,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řemḥiameṯ,handkerchief or rag,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
řeqten,the cotton,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řeqřeɛ,the mast,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řes,shearing sheep,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řesnaḥ,the weapons,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řesḇaḇ,the cause,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řexfif,the lead,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řexmis,Thursday,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řexrif,Autumn,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řexxu,now,A2,ww,tarifit::cefr::A2 tarifit::woordsoort::ww
řexḏenni,"then, at that time",C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
řeybaa,manure,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeynuy,lieǧes,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeɛqeř,"mind, wise",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeɛzib,the camp,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řeɛḏu,enemy,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḇḏa,Always,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḇḥaa,"sea, the ocean",B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řeḥkam,the judgment,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řeḥmu,heat,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḥram,something forbidden by religion,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḥria,"side, silk",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḥriq,Pain,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḥrua,spices (pl. only),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḥsaḇ,"bill, count",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeḥḇes,Prison,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řeṯnayen,Monday,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
řfaaq,difference,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řfaxaa,charcoal,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řfeřfeř,paprika (collective),C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
řfeřfeř iteqqsen,the chili pepper,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
řfut’a,Towel,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řgeɛḏeṯ,"plain, plateau",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řgih,"kitten, kitty",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řgiḥḥ,the pus,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řimaaṯ,the footstep,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řkazi,window,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řkettan,the cloth,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řkuasi,chair,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řmaameṯ,the loom,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řmaaḥ,the yolk,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řmaqřa / řḇuameṯ / ṯanaqqleṯ,Pan,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
řmař,cattle,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řmecṯa,Winter,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řmeftaḥ,Key,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řmencaa’,the saw,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
řmexzen / lhukama,Government,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řmeymaa,barbecue,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řmeyra,drainage,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řmeḏ,learn,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řmeḏweḏ,the trough,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řmeḥkama,"the court, court",C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
řmujjeṯ,the wave,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řmuneṯ,the wage,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řmus,knife,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řmuḏḏ,grain measure,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řqa,catch,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řqanun / sharia,law,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řqaḏi,the judge,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řqedd,the age,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řqehwa,"coffee, cafe",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řqendaaṯ,bridge,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
řqenḏiř,oil lamp,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řqews,the arch,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řqiřc,the shark,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řum,the hay,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
řwazia,the minister,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řweqṯ,Time,A1,ww,tarifit::cefr::A1 tarifit::woordsoort::ww
řwesṯ,middle,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řweḏwaḏ,the bat,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řweḥc / abaɛoc,Beast,B2,znw_m_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_m_ev
řxaa,something good,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řxaḏaa,wish,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řxeḏmeṯ,work,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řxuḏaaṯ,"fruit, vegetable",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řɛucc,the nest,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řɣaraḏ,the intention,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řɣaḇeṯ,forest or woods,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řɣiğeṯ / ṯamyir,Harvest,B2,znw_v_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev
řḇaa,the mainland,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
řḇac n řeqřeɛ,the sail,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
řḇedjuḏ,the jerk,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řḇiṯ / axam,room,B1,znw_m_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev
řḇumba,bomb,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řḇut,the boot,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
řḥa,are busy,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řḥaaḏ,"talk, chatter",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řḥajeṯ,thing,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řḥař,situation,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
řḥebb,the seed,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řḥedd (1),Sunday,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
řḥedd (2),the border,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
řḥenni,henna,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řḥeqq,"right, straight",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
řḥess,the sound or noise,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
řḥiḏ’,wall,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ǧem,spiders,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ǧeqqaḏ,the pliers,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ɛaan,Push,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛaaḏ‘,to invite,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛadi,Just,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛafak,Please,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛafak / cukran,Thank you,A2,ww,tarifit::cefr::A2 tarifit::woordsoort::ww
ɛaheḏ / qaweṛ,promise,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛajib,amazing,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛamayen,two years,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ɛawen,to help,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛaweḏ,"Repeat, tell, retell",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛaweḏ (2),again,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ɛayaa,try,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛbaa,"to measure, to fool",B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
Ɛbed,worship,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛebbez,press,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛecra,ten,A1,telw,tarifit::cefr::A1 tarifit::woordsoort::telw
ɛemmaa,full,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛemmaas,never,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛemmeṛ,To fill in,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛenti,paternal aunt,A2,znw,tarifit::cefr::A2 tarifit::woordsoort::znw
ɛess,"to guard, to keep an eye on",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛettaa,be late,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛeyyeḇ,imitate,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛeṣṣeb,Angry,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛfes,steps up,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛgez,lazy,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛicrin,twenty,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɛifrit,"the demon, the ghost",B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ɛizz,be loved,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛqeř,"to remember, to recognize",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛzizi,"paternal uncle, older brother",A2,znw,tarifit::cefr::A2 tarifit::woordsoort::znw
ɛḏes,sneezing,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛḏeř,"make, repair",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛḏu,pass,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɛṛahaṛ / ggua,almost,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣa,exclamative particle ('what a!'),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣaa,Nasty,B2,vz,tarifit::cefr::B2 tarifit::woordsoort::vz
ɣaa (2),read,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣaaq,drown,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣaas / carreg / qqaas,cracks,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣaaḇeř,to sieve or to sift,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣanim,bamboo,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣarr,the jealousy,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ɣayṯa,Cake,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣaḇyuta,the seagull,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ɣennej,to sing,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣiř,Arm,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣmez,flashing,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣuttis,to dive,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ɣřeḏ / falta / ɣlet/ ḇuqqaa,Wrong,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣḏaa,betrayed,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣḏes,to sink,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ɣḏeř,drop,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇaac,kneel,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇaaḏ,poop,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇarra,outside,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḇarreḥ,announce,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḇayana,the whale,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇaɣeř,crow,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḇaḇa,father,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇaḇaɣayyu,the parrot,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
ḇecc,pee,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇeddeř,"change, change",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḇeddu,the beginning,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇinu,the wine,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ḇirra,Beer,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḇna,build,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇnaḏem,the person,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇucceř,the snail,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇuheyyuf,the famine,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
ḇulun,the screw,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇurres,the masonry mortar,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇururu,the intestines,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ḇuwaccawen,the horn or trumpet,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
ḇřa,without,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḇḏa,"to start, to share",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḍazḍaḏ,Skinny,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
Ḍuru,0.5 dirham (coin),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḍḍaa,"get off, get off",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḍḍiblum,Diploma,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḍḍrif,Nice,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḍḏiwana,Customs,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḍḏsas,Basic,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏ,and (+ Related State),A1,voegw,tarifit::cefr::A1 tarifit::woordsoort::voegw
ḏa / ḏaniṯa,here,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏaa,Leg,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏaa (1),Foot,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏarr,damage,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏarrez,to weave,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏarreɛ,embrace,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏaḏ,finger,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏebbaa / ḥkem,"to regulate, to govern",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏeř,cover,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏeɣya,"quickly, soon",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏfaa,"to follow, to chase",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏfes,to fold,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏi,"in, through",B2,vz,tarifit::cefr::B2 tarifit::woordsoort::vz
ḏin,there,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḏrus,little,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏu / faafaa,to fly,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏuṛ,walking around,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏweř,to become,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏweř / ɛqeḇ /,come back,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏyes ttiḇeṯ,samples,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ḏřem / amaawas,the debt,B1,znw_m_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev
ḏřeq,let go,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏřeq / fekk,"liberate, dissolve",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏɛef / yaxu,weak,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏḥec / ssfianen,"laughing, smiling",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḏṛuj,Stairs,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥaac (1),the cloak,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
ḥaawec,pick up,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥaay,grind,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ḥala mḏania / lizḏiyaṯ,Birth certificate,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ḥalawit,sweets,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥarek / hjem,the attack,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ḥarrec,stirring or mixing,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥarreḇ,to fan,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥaseb,"reprimand, punish",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥaweř,to be careful,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥayaa,surprised,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥayawan / imuddar,Animals,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ḥaḏa,to touch,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
