tarifit,nl,en,gloss,hoofdstuk,les,bron,tags
yedwer ɣaa Nnadua,hij is teruggegaan naar Nador,he has gone back to Nador,,7.1,25,boek p. 65,id:p65-06;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
min d-yesɣa zzi ssuq?,wat heeft hij (hierheen) van de markt gekocht?,what did he buy (hither) from the market?,,7.1,25,boek p. 65,id:p65-07;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
tessqaaqeh-d ijjen temɣaat,een vrouw klopte (hierheen) op de deur,a woman knocked (hither) on the door,,7.1,25,boek p. 66,id:p66-01;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
yessiwd-it-id,hij heeft hem (hierheen) gebracht,he has brought him (here),,7.1,25,boek p. 66,id:p66-02;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
yessiwd-icent-id,hij heeft jullie (vr. mv.) (hierheen) gebracht,he has brought you (F:PL) (here),,7.1,25,boek p. 66,id:p66-03;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
yessiwd-itent-id,hij heeft hen (vr. mv.) (hierheen) gebracht,he has brought them (F:PL) (here),,7.1,25,boek p. 66,id:p66-04;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
yus-ed,hij is gekomen,he has come,,7.1,25,boek p. 66,id:p66-05;context:the-deictic-clitic-d-'hither';hoofdstuk:auto;les:auto
yiwy-ac-t-id,hij heeft hem (t) hierheen (id) naar jou (as) gebracht,he has brought him (t) here (id) to you (as),,7.2,25,boek p. 66,id:p66-06;context:combinations-of-verbal-clitics;hoofdstuk:auto
waa dac-t-id-yiwiy,hij heeft hem (t) niet hierheen (id) naar jou (as) gebracht,he has not brought him (t) here (id) to you (as),,7.2,25,boek p. 66,id:p66-07;context:combinations-of-verbal-clitics;hoofdstuk:auto
a t-awyeɣ nniṭ,ik zal haar zelf trouwen,I will marry her myself,,5.3,15,boek p. 68,id:p68-01;context:emphasizers;hoofdstuk:auto
insi tuɣa ixemmer ṯaḏunt-enni nniṭ,de Egel had het vet zelf verstopt,Hedhehog had hidden the grease himself,,5.3,15,boek p. 68,id:p68-02;context:emphasizers;hoofdstuk:auto
usiɣ-d necc simant inu,ik kwam zelf,I came myself,,5.3,15,boek p. 68,id:p68-03;context:emphasizers;hoofdstuk:auto
ad yaaggweh,"hij zal naar huis gaan, hij zou naar huis kunnen gaan, hij zou naar huis moeten gaan","he will go home, he might go home, he should go home",,7.1,08,boek p. 72,id:p72-01;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
ad teggenfa > a teggenfa,zij zal herstellen,she will recover,,7.1,08,boek p. 72,id:p72-02;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
a t-yesgenfa,hij zal hem genezen,he will heal him,,7.1,08,boek p. 72,id:p72-03;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
a c-yesgenfa,hij zal jou genezen,he will heal you,,7.1,08,boek p. 72,id:p72-04;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
min ɣa negg,wat zullen we doen?,what shall we do?,,7.1,08,boek p. 72,id:p72-05;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
umi ɣa yemmet...,toen hij gestorven was...,when he had died...,,7.1,08,boek p. 72,id:p72-06;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
xa tdu,zij zal (zeker) wegvliegen,she will (certainly) fly away,,7.1,08,boek p. 73,id:p73-01;context:modal-preverbal-clitics;hoofdstuk:auto;les:auto
waa teqqim ca,zij bleef niet,she did not stay,,13.5,buiten-cursus,boek p. 73,id:p73-02;context:negative-preverbal-clitics;hoofdstuk:auto;les:auto
waa t-zriɣ ca,ik zag haar niet,I did not see her,,13.5,buiten-cursus,boek p. 73,id:p73-03;context:negative-preverbal-clitics;hoofdstuk:auto;les:auto
wiř ggua ca ~ wi ggua ca ~ waa ggua ca,ga niet!,don’t go!,,13.5,buiten-cursus,boek p. 73,id:p73-04;context:negative-preverbal-clitics;hoofdstuk:auto;les:auto
waa gguan ca,zij zullen niet lopen,they will not walk,,7.1,25,boek p. 73,id:p73-05;context:combination-of-preverbal-clitics;hoofdstuk:auto;les:auto
yiwy-am-t-id zzayes,hij bracht hem (t) hierheen (d) naar jou (am) ermee (zzayes) (bv. met de auto),he brought him (t) hither (d) to you (am) with it (zzayes) (e.g. with the car),,7.2,26,boek p. 73,id:p73-06;context:moveable-clitics;hoofdstuk:auto
a t zzayes yawi,hij zal hem ermee brengen,he will bring him with it,,7.3,26,boek p. 74,id:p74-01;context:clitic-fronting;hoofdstuk:auto;les:auto
a t-yawi zzayes,hij zal hem ermee brengen,he will bring him with it,,7.3,26,boek p. 74,id:p74-02;context:clitic-fronting;hoofdstuk:auto;les:auto
a ssenni nekk ?,zullen we daarlangs gaan?,shall we pass by there?,,7.3,26,boek p. 74,id:p74-03;context:clitic-fronting;hoofdstuk:auto;les:auto
a nekk ssenni ?,zullen we daarlangs gaan?,shall we pass by there?,,7.3,26,boek p. 74,id:p74-04;context:clitic-fronting;hoofdstuk:auto;les:auto
a dam-t-id zzayes yawi,hij zal hem (t) hierheen (d) naar jou (am) ermee (zzayes) brengen,he will bring him (t) hither (d) to you (am) with it (zzayes),,7.3,26,boek p. 74,id:p74-05;context:clitic-fronting;hoofdstuk:auto;les:auto
a cem-awyeɣ,ik zal met je trouwen,I will marry you,,7.3,26,boek p. 74,id:p74-06;context:clitic-fronting;hoofdstuk:auto;les:auto
waa cem-tiwyeɣ ca,ik zal niet met je trouwen,I will not marry you,,7.3,26,boek p. 74,id:p74-07;context:clitic-fronting;hoofdstuk:auto;les:auto
aayaz d-yusin,de man die hierheen gekomen is,the man that has come here,,7.3,26,boek p. 74,id:p74-08;context:clitic-fronting;hoofdstuk:auto;les:auto
aayaz i d-iwyeɣ,de man die ik hierheen gebracht heb,the man that I have brought here,,7.3,26,boek p. 74,id:p74-09;context:clitic-fronting;hoofdstuk:auto;les:auto
d baba i d-yiwden,het is mijn vader die hier is aangekomen,it is my father who has arrived here,,7.3,26,boek p. 75,id:p75-01;context:clitic-fronting;hoofdstuk:auto;les:auto
wi d-yusin?,wie is hier gekomen?,who has come here?,,7.3,26,boek p. 75,id:p75-02;context:clitic-fronting;hoofdstuk:auto;les:auto
umi d-yusa,toen hij hier kwam,when he came here,,7.3,26,boek p. 75,id:p75-03;context:clitic-fronting;hoofdstuk:auto;les:auto
ar d-tased,totdat jij (hier) komt,until you come (here),,7.3,26,boek p. 75,id:p75-04;context:clitic-fronting;hoofdstuk:auto;les:auto
meɛlik d-yusa,als hij gekomen zou zijn,if he would have come,,7.3,26,boek p. 75,id:p75-05;context:clitic-fronting;hoofdstuk:auto;les:auto
qbeř d ɣa yas,voordat hij komt,before he will come,,7.3,26,boek p. 75,id:p75-06;context:clitic-fronting;hoofdstuk:auto;les:auto
arruḏ-enni ɣa niqd,de kleren die we gaan dragen,the clothes that we are going to wear,,7.3,26,boek p. 75,id:p75-07;context:clitic-fronting;hoofdstuk:auto;les:auto
mamec ɣa negg?,wat gaan we doen?,what are we going to do?,,7.3,26,boek p. 75,id:p75-08;context:clitic-fronting;hoofdstuk:auto;les:auto
Wenni d ɣa yasen,degene die hier zal komen,the one that will come here,,7.3,26,boek p. 75,id:p75-09;context:clitic-fronting;hoofdstuk:auto;les:auto
necc i t ɣa yawyen,ik ben het die met hem gaat trouwen,it is I who is going to marry him,,7.3,26,boek p. 75,id:p75-10;context:clitic-fronting;hoofdstuk:auto;les:auto
mayemmi t ɣa tenɣed?,waarom ga je haar doden?,why are you going to kill her?,,7.3,26,boek p. 75,id:p75-11;context:clitic-fronting;hoofdstuk:auto;les:auto
xemmi d ɣa tas yemma-tneɣ,wanneer onze moeder zal komen,when our mother will come,,7.3,26,boek p. 76,id:p76-01;context:clitic-fronting;hoofdstuk:auto;les:auto
mayemmi waa d-tusid?,waarom ben je niet gekomen?,why haven’t you come?,,7.3,26,boek p. 76,id:p76-02;context:clitic-fronting;hoofdstuk:auto;les:auto
d necc i waa t-yezrin,ik ben het die hem niet zag,it is me who didn’t see him,,7.3,26,boek p. 76,id:p76-03;context:clitic-fronting;hoofdstuk:auto;les:auto
qa-t diha,hij is daarginds,he is over there,,8.1,09,boek p. 77,id:p77-01;context:qa-'present-relevance';hoofdstuk:auto;les:auto
tuɣa-c d ameddukeř inu,jij was vroeger mijn vriend,you used to be my friend,,8.2;13.3,09,boek p. 77,id:p77-02;context:tugha-'past';hoofdstuk:auto;les:auto
mani c-tuɣa?,waar ben je geweest?,where have you been?,,8.2;13.3,09,boek p. 77,id:p77-03;context:tugha-'past';hoofdstuk:auto;les:auto
waa c-tuyi ca d ameddukeř inu,jij was mijn vriend niet,you were not my friend,,8.2;13.3,09,boek p. 77,id:p77-04;context:tugha-'past';hoofdstuk:auto;les:auto
aqqa ṯxaḏent,hier is de ring,here is the ring,,8.3,10,boek p. 78,id:p78-01;context:aqqa-'presentative';hoofdstuk:auto;les:auto
aqq-et,hier is het,here it is,,8.3,10,boek p. 78,id:p78-02;context:aqqa-'presentative';hoofdstuk:auto;les:auto
yumayen aqq-et da ttett,sinds twee dagen is zij hier en eet,since two days she is here and eats,,8.3,10,boek p. 78,id:p78-03;context:aqqa-'presentative';hoofdstuk:auto;les:auto
aqq-awem ṯxaḏent,hier is een ring voor jou,here is a ring for you,,8.3,10,boek p. 78,id:p78-04;context:aqqa-'presentative';hoofdstuk:auto;les:auto
aqq-awem-t,hier is het voor jou,here it is for you,,8.3,10,boek p. 78,id:p78-05;context:aqqa-'presentative';hoofdstuk:auto;les:auto
aqqa řexxu tfaq-ed,kijk! nu is zij wakker geworden,lo! now she has woken up,,8.3,10,boek p. 78,id:p78-06;context:aqqa-'presentative';hoofdstuk:auto;les:auto
"necc, ha aqq-ayi","wat mij betreft, kijk, hier ben ik!","as for me, look, here I am!",,8.3,10,boek p. 78,id:p78-07;context:aqqa-'presentative';hoofdstuk:auto;les:auto
tɣiř-asen temmut,zij dachten dat zij gestorven was (lett. het leek hun dat zij gestorven was),they thought she had died (lit. it seemed to them she had died),,8.4,10,boek p. 78,id:p78-08;context:tyir-'it-seems';hoofdstuk:auto;les:auto
tɣiř-ayi d sseḥḥ,ik dacht dat het waar was (lett. het leek mij dat het de waarheid was),I thought it was true (lit. it seemed to me it was the truth),,8.4,10,boek p. 78,id:p78-09;context:tyir-'it-seems';hoofdstuk:auto;les:auto
waa dayi-tɣiř bu d sseḥḥ,ik dacht niet dat het waar was,I didn’t think it was true,,8.4,10,boek p. 78,id:p78-10;context:tyir-'it-seems';hoofdstuk:auto;les:auto
tɣireɣ d sseḥḥ,ik dacht dat het waar was,I thought it was true,,8.4,10,boek p. 79,id:p79-01;context:tyir-'it-seems';hoofdstuk:auto;les:auto
tɣiren azenna yewda-d,zij dachten dat de hemel naar beneden was gevallen,they thought the sky had fallen down,,8.4,10,boek p. 79,id:p79-02;context:tyir-'it-seems';hoofdstuk:auto;les:auto
aɣ-am,hier ben je!,here you are!,,8.5,10,boek p. 79,id:p79-03;context:ay-'here-you-are';hoofdstuk:auto;les:auto
aɣ-am,hier heb je het!,here you have it!,,8.5,10,boek p. 79,id:p79-04;context:ay-'here-you-are';hoofdstuk:auto;les:auto
di ssuq,op de markt,in the market,,9.1,23,boek p. 81,id:p81-01;context:prepositions;hoofdstuk:auto;les:auto
deggw draa ~ ggw draa,op de berg,on the mountain,,9.1,23,boek p. 81,id:p81-02;context:prepositions;hoofdstuk:auto;les:auto
degg iri ~ gg iri,op de nek,on the neck,,9.1,23,boek p. 81,id:p81-03;context:prepositions;hoofdstuk:auto;les:auto
"dayi, dayes","in mij', 'in hem/haar","in me’, ‘in him/her",,9.1,23,boek p. 81,id:p81-04;context:prepositions;hoofdstuk:auto;les:auto
axxam i di yetɣima,de kamer waarin hij zit,the room in which he sits,,9.1,23,boek p. 81,id:p81-05;context:prepositions;hoofdstuk:auto;les:auto
min di ɣa tadfed?,waarin zal je binnengaan,into what will you enter,,9.1,23,boek p. 81,id:p81-06;context:prepositions;hoofdstuk:auto;les:auto
qa-t di ṯaddaaṯ,hij is in het huis,he is in the house,,9.1,23,boek p. 81,id:p81-07;context:di-'in';hoofdstuk:auto;les:auto
di nnhaa-nni,op diezelfde dag,on that very day,,9.1,23,boek p. 82,id:p82-01;context:di-'in';hoofdstuk:auto;les:auto
a ngeɛɛed di tsejjaat,laten we in de boom klimmen,let us climb into the tree,,9.1,23,boek p. 82,id:p82-02;context:di-'in';hoofdstuk:auto;les:auto
dayes ṯiɣiṯ,hij is slim,he is clever,,9.1,23,boek p. 82,id:p82-03;context:di-'in';hoofdstuk:auto;les:auto
yedwer x uyis nnes,hij kwam terug op zijn paard,he came back on his horse,,9.1,23,boek p. 82,id:p82-04;context:x-'on';hoofdstuk:auto;les:auto
yewda x weɣyur,hij viel van de ezel,he fell from the donkey,,9.1,23,boek p. 82,id:p82-05;context:x-'on';hoofdstuk:auto;les:auto
yekk-ed x yijj ugezzaa,hij kwam langs een slager,he passed by a butcher,,9.1,23,boek p. 82,id:p82-06;context:x-'on';hoofdstuk:auto;les:auto
yessawar xafi,hij praat over mij,he is talking about me,,9.1,23,boek p. 82,id:p82-07;context:x-'on';hoofdstuk:auto;les:auto
yessijj-ed zi thuajet,hij gluurde uit het raam,he peeped from the window,,9.1,23,boek p. 82,id:p82-08;context:zi-'from';hoofdstuk:auto;les:auto
yus-ed zeggw zayyu,hij kwam uit Zaio.,he came from Zaio.,,9.1,23,boek p. 82,id:p82-09;context:zi-'from';hoofdstuk:auto;les:auto
tessekk ɣaas mmi-s-enni,zij stuurde hem deze zoon van haar,she send to him this son of hers,,9.1,23,boek p. 82,"id:p82-10;context:ghaa-'towards,-at';hoofdstuk:auto;les:auto"
xeddmen ɣaa ṯamza,zij werken bij het huis van een menseneetster,they work at an ogress’ house,,9.1,23,boek p. 83,"id:p83-01;context:ghaa-'towards,-at';hoofdstuk:auto;les:auto"
ɣaa wezyen n nnhaa,"'s middags, lett. in het midden van de dag","at noon, lit. at the middle of the day",,9.1,23,boek p. 83,"id:p83-02;context:ghaa-'towards,-at';hoofdstuk:auto;les:auto"
ɣaa tmeddit,in de namiddag,in the afternoon,,9.1,23,boek p. 83,"id:p83-03;context:ghaa-'towards,-at';hoofdstuk:auto;les:auto"
nettaṯ ɣaas ijj uma-s,zij heeft een broer,she has a brother,,9.1,23,boek p. 83,"id:p83-04;context:ghaa-'towards,-at';hoofdstuk:auto;les:auto"
ijjen temɣaat ɣaas aaḇiḇ,"een vrouw had een stiefzoon (lett. een vrouw, bij haar [was] een stiefzoon)","a woman had a stepson (lit. a woman, with her [was] a stepson)",,9.1,23,boek p. 83,"id:p83-05;context:ghaa-'towards,-at';hoofdstuk:auto;les:auto"
iqess aysum-enni s txedmect,hij sneed dat vlees met een mes,he cut that meat with a knife,,9.1,23,boek p. 83,id:p83-06;context:s-'with-(instrumental)';hoofdstuk:auto;les:auto
iɛemmaa txansett-enni s yijdi,hij vulde die zak met zand,he filled that bag with sand,,9.1,23,boek p. 83,id:p83-07;context:s-'with-(instrumental)';hoofdstuk:auto;les:auto
s řeḥria,(gemaakt) van zijde,(made) from silk,,9.1,23,boek p. 83,id:p83-08;context:s-'with-(instrumental)';hoofdstuk:auto;les:auto
s tmazixt,in het Berber,in Berber,,9.1,23,boek p. 83,id:p83-09;context:s-'with-(instrumental)';hoofdstuk:auto;les:auto
"s ǧiret, s nnhaa","'s nachts', 'overdag","at night’, ‘at day",,9.1,23,boek p. 83,id:p83-10;context:s-'with-(instrumental)';hoofdstuk:auto;les:auto
udfen s seḇɛa,zij zevenen gingen naar binnen,the seven of them entered,,9.1,23,boek p. 84,id:p84-01;context:s-'with-(instrumental)';hoofdstuk:auto;les:auto
yeggua akides,hij loopt samen met hem,he walks together with him,,9.1,24,boek p. 84,id:p84-02;context:aked-~-ak-'with-(comitative)';hoofdstuk:auto;les:auto
yetmenɣa akeḏ uma-s,hij vecht altijd met zijn broer,he always fights with his brother,,9.1,24,boek p. 84,id:p84-03;context:aked-~-ak-'with-(comitative)';hoofdstuk:auto;les:auto
tmenɣant jarasent,zij vechten de hele tijd (onderling),they fight all the time (among themselves),,9.1,24,boek p. 84,id:p84-04;context:jaa-'between';hoofdstuk:auto;les:auto
jar iduraa,tussen de bergen,between the mountains,,9.1,24,boek p. 84,id:p84-05;context:jaa-'between';hoofdstuk:auto;les:auto
yewc-it i weɣyur nnes,hij gaf het aan zijn ezel,he gave it to his donkey,,9.1,24,boek p. 84,id:p84-06;context:i-'to'-(dative);hoofdstuk:auto;les:auto
yewc-as-t i weɣyur nnes,hij gaf het (aan hem) aan zijn ezel,he gave it (to him) to his donkey,,9.1,24,boek p. 84,id:p84-07;context:i-'to'-(dative);hoofdstuk:auto;les:auto
yewc-as-t,hij gaf het aan hem,he gave it to him,,9.1,24,boek p. 84,id:p84-08;context:i-'to'-(dative);hoofdstuk:auto;les:auto
yewc-it i netta,hij gaf het aan hem,he gave it to him,,9.1,24,boek p. 84,id:p84-09;context:i-'to'-(dative);hoofdstuk:auto;les:auto
yewc-as-t i netta,hij gaf het (aan hem) aan hem,he gave it (to him) to him,,9.1,24,boek p. 84,id:p84-10;context:i-'to'-(dative);hoofdstuk:auto;les:auto
d yenni umi yenɣa uccen,zij waren degenen voor wie hij de jakhals gedood had,they were those (people) for whom he had killed the jackal,,9.1,24,boek p. 85,id:p85-01;context:i-'to'-(dative);hoofdstuk:auto;les:auto
mecdeɣɣ-as i mmi,ik kamde mijn zoon,I combed my son,,9.1,24,boek p. 85,id:p85-02;context:i-'to'-(dative);hoofdstuk:auto;les:auto
Iɣaas-as i tfunast,hij slachtte de koe,he slaughtered the cow,,9.1,24,boek p. 85,id:p85-03;context:i-'to'-(dative);hoofdstuk:auto;les:auto
yenɣ-am baba-m,hij doodde (tot jouw nadeel) jouw vader,he killed (to your detriment) your father,,9.1,24,boek p. 85,id:p85-04;context:i-'to'-(dative);hoofdstuk:auto;les:auto
sɣiɣ-am ijjen ttumubin,ik heb een auto voor je gekocht,I have bought you a car,,9.1,24,boek p. 85,id:p85-05;context:i-'to'-(dative);hoofdstuk:auto;les:auto
sriɣ-as i mmi,ik hoorde mijn zoon,I heard my son,,9.1,24,boek p. 85,id:p85-06;context:i-'to'-(dative);hoofdstuk:auto;les:auto
adu tefrewt = sadu tefrewt,onder het hout,under the wood,,9.1,24,boek p. 85,id:p85-07;context:adu-~-sadu-'under';hoofdstuk:auto;les:auto
adu nn-es = sadu nn-es,eronder,underneath it,,9.1,24,boek p. 85,id:p85-08;context:adu-~-sadu-'under';hoofdstuk:auto;les:auto
ṯaddaaṯ n temɣaat-enni,het huis van die vrouw,the house of that woman,,,14,boek p. 85,id:p85-09;context:n-'of'
yeği-s n temɣaat-enni,de dochter van die vrouw,the daughter of that woman,,,14,boek p. 86,id:p86-01;context:n-'of'
aqbea n tfunasin,vier koeien,four cows,,,14,boek p. 86,id:p86-02;context:n-'of'
teqqim ḏin ar ṯameddiṯ,zij bleef daar tot de avond,she stayed there until the evening,,9.1,24,boek p. 86,id:p86-03;context:ar-'until';hoofdstuk:auto;les:auto
uyuan ar amsan-nni waa ssinen qaɛ,zij liepen tot een plek die zij helemaal niet kenden,they walked until a place that they did not know at all,,9.1,24,boek p. 86,id:p86-04;context:ar-'until';hoofdstuk:auto;les:auto
yus-d mbra tamɣaat nnes,hij kwam zonder zijn vrouw,he came without his wife,,9.2,24,boek p. 86,id:p86-05;context:bra-~-mbra-'without';hoofdstuk:auto;les:auto
yus-d mbra nihni,hij kwam zonder hen,he came without them,,9.2,24,boek p. 86,id:p86-06;context:bra-~-mbra-'without';hoofdstuk:auto;les:auto
yus-d mbra zzay-sen,hij kwam zonder hen,he came without them,,9.2,24,boek p. 86,id:p86-07;context:bra-~-mbra-'without';hoofdstuk:auto;les:auto
am weɣyur,zoals een ezel,like a donkey,,,24,boek p. 86,id:p86-08;context:am-'like'-and-amecnaw-'like'
wanita d amesřem am necc,deze is een moslim net als ik,this one is a muslim just like me,,,24,boek p. 87,id:p87-01;context:am-'like'-and-amecnaw-'like'
yus-d ḏaniṯa ijjen amecnaw cekk,iemand kwam hier (die eruitzag) net als jij,somebody came here (who looked) just like you,,,24,boek p. 87,id:p87-02;context:am-'like'-and-amecnaw-'like'
necc d yayetma,ik en mijn broers,me and my brothers,,17.1,27,boek p. 87,id:p87-03;context:d-'and';hoofdstuk:auto;les:auto
necc d netta,hij en ik,he and I,,17.1,27,boek p. 87,id:p87-04;context:d-'and';hoofdstuk:auto;les:auto
zzaṭ i ṯaddaaṯ,"voor, heel dicht bij het huis","in front of, very close to the house",,9.2,24,boek p. 87,id:p87-05;context:compound-prepositions;hoofdstuk:auto;les:auto
zzates,"ervoor, heel dicht erbij","in front of it, very close to it",,9.2,24,boek p. 87,id:p87-06;context:compound-prepositions;hoofdstuk:auto;les:auto
awaan i ṯaddaaṯ,achter het huis,behind the house,,9.2,24,boek p. 87,id:p87-07;context:compound-prepositions;hoofdstuk:auto;les:auto
awaanas,erachter,behind it,,9.2,24,boek p. 87,id:p87-08;context:compound-prepositions;hoofdstuk:auto;les:auto
ttaaf i ṯaddaaṯ,naast het huis,beside the house,,9.2,24,boek p. 87,id:p87-09;context:compound-prepositions;hoofdstuk:auto;les:auto
ttaaf nnes,ernaast,beside it,,9.2,24,boek p. 88,id:p88-01;context:compound-prepositions;hoofdstuk:auto;les:auto
qibar i / n,voor,in front of,,9.2,24,boek p. 88,id:p88-02;context:compound-prepositions;hoofdstuk:auto;les:auto
awru-d i / n,naar (hier),towards (here),,9.2,24,boek p. 88,id:p88-03;context:compound-prepositions;hoofdstuk:auto;les:auto
aɣirin i / n,naar (daar),towards (there),,9.2,24,boek p. 88,id:p88-04;context:compound-prepositions;hoofdstuk:auto;les:auto
ajemmad i / n,aan de andere kant van,on the other side of,,9.2,24,boek p. 88,id:p88-05;context:compound-prepositions;hoofdstuk:auto;les:auto
swadday i / n,onder,under,,9.2,24,boek p. 88,id:p88-06;context:compound-prepositions;hoofdstuk:auto;les:auto
sennej i / n,boven,above,,9.2,24,boek p. 88,id:p88-07;context:compound-prepositions;hoofdstuk:auto;les:auto
ṯřaṯa n temɣarin,drie vrouwen (lett. drie van vrouwen),three women (lit. three of women),,10.3,18,boek p. 89,id:p89-01;context:non-universal-quantifiers-and-indefinites;hoofdstuk:auto;les:auto
attas n yewdan,veel mensen,many people,,10.3,18,boek p. 89,id:p89-02;context:non-universal-quantifiers-and-indefinites;hoofdstuk:auto;les:auto
